interaction,user_id,week,timestamp,topic,question_id,question_topic,difficulty,time_spent_s,avg_time_all_users_s,correct
2015,user_progressive,14,2026-04-08 11:16:55,Linear Algebra,Q28745,Gaussian Elimination,5,201.55,186,1
2016,user_progressive,14,2026-04-09 04:45:23,Linear Algebra,Q55068,Gaussian Elimination,3,133.29,134,0
2017,user_progressive,15,2026-04-09 20:52:57,Linear Algebra,Q36087,Gaussian Elimination,4,124,145,1
2018,user_progressive,15,2026-04-10 05:53:02,Linear Algebra,Q80262,Gaussian Elimination,4,185.92,188,1
2019,user_progressive,15,2026-04-10 09:49:42,Linear Algebra,Q25392,Gaussian Elimination,4,110.36,134,1
2020,user_progressive,15,2026-04-10 17:52:00,Linear Algebra,Q14690,Gaussian Elimination,4,183.85,209,1
2021,user_progressive,15,2026-04-11 01:16:15,Linear Algebra,Q77894,Gaussian Elimination,3,173.2,162,0
2022,user_progressive,15,2026-04-11 04:22:57,Linear Algebra,Q43204,Gaussian Elimination,4,144.88,204,1
2023,user_progressive,15,2026-04-12 00:09:00,Linear Algebra,Q54793,Gaussian Elimination,5,122.77,129,0
2024,user_progressive,15,2026-04-12 01:30:42,Linear Algebra,Q12599,Gaussian Elimination,4,179.98,194,0
2025,user_progressive,15,2026-04-12 22:50:12,Linear Algebra,Q82756,Gaussian Elimination,5,84.84,103,0
2026,user_progressive,15,2026-04-14 00:49:35,Linear Algebra,Q95476,Gaussian Elimination,3,176.99,171,1
2027,user_progressive,15,2026-04-14 05:21:13,Linear Algebra,Q64198,Gaussian Elimination,5,127.37,138,1
2028,user_progressive,15,2026-04-14 14:14:58,Linear Algebra,Q41837,Gaussian Elimination,3,161.52,187,1
2029,user_progressive,15,2026-04-15 01:58:51,Linear Algebra,Q74050,Gaussian Elimination,3,130.69,143,1
2030,user_progressive,15,2026-04-15 02:12:52,Linear Algebra,Q76352,Gaussian Elimination,4,114.57,129,0
2031,user_progressive,15,2026-04-15 10:28:12,Linear Algebra,Q37676,Gaussian Elimination,3,134.22,149,1
2032,user_progressive,15,2026-04-16 05:09:46,Linear Algebra,Q69996,Gaussian Elimination,4,88.99,109,1
2033,user_progressive,16,2026-04-16 12:20:21,Linear Algebra,Q51196,Gaussian Elimination,4,82.25,101,0
2034,user_progressive,16,2026-04-16 22:50:40,Linear Algebra,Q50149,Gaussian Elimination,3,137.72,188,1
2035,user_progressive,16,2026-04-17 00:44:23,Linear Algebra,Q39869,Gaussian Elimination,5,55.17,91,0
2036,user_progressive,16,2026-04-17 03:37:33,Linear Algebra,Q83027,Gaussian Elimination,5,179.84,202,1
2037,user_progressive,16,2026-04-17 06:28:36,Linear Algebra,Q65632,Gaussian Elimination,3,94.8,99,0
2038,user_progressive,16,2026-04-17 08:20:58,Linear Algebra,Q51049,Gaussian Elimination,5,145.32,180,1
2039,user_progressive,16,2026-04-17 15:53:50,Linear Algebra,Q25322,Gaussian Elimination,4,150.73,163,1
2040,user_progressive,16,2026-04-18 20:02:15,Linear Algebra,Q89505,Gaussian Elimination,4,105.36,107,1
2041,user_progressive,16,2026-04-20 02:43:46,Linear Algebra,Q41191,Gaussian Elimination,5,78.65,143,0
2042,user_progressive,16,2026-04-21 03:33:12,Linear Algebra,Q79063,Gaussian Elimination,5,101.17,119,1
2043,user_progressive,16,2026-04-21 13:52:09,Linear Algebra,Q60445,Gaussian Elimination,5,108.85,142,1
2044,user_progressive,16,2026-04-22 02:36:55,Linear Algebra,Q83297,Gaussian Elimination,5,89.38,125,0
2045,user_progressive,16,2026-04-22 04:01:34,Linear Algebra,Q12174,Gaussian Elimination,5,77.91,103,1
2046,user_progressive,16,2026-04-22 09:25:02,Linear Algebra,Q23300,Gaussian Elimination,4,165.06,196,1
2047,user_progressive,16,2026-04-22 13:44:29,Linear Algebra,Q75691,Gaussian Elimination,4,162.92,179,1
2048,user_progressive,16,2026-04-23 03:00:04,Linear Algebra,Q45784,Gaussian Elimination,4,106.28,153,0
2049,user_progressive,1,2026-01-02 14:08:15,Linear Algebra,Q25087,Linear Independence,5,216.84,168,1
2050,user_progressive,1,2026-01-02 14:23:33,Linear Algebra,Q15526,Linear Independence,5,107.54,94,0
2051,user_progressive,1,2026-01-02 21:42:01,Linear Algebra,Q64097,Linear Independence,4,277.42,200,1
2052,user_progressive,1,2026-01-04 00:14:12,Linear Algebra,Q45547,Linear Independence,4,221.88,176,0
2053,user_progressive,1,2026-01-04 02:25:12,Linear Algebra,Q99184,Linear Independence,4,135.64,110,0
2054,user_progressive,1,2026-01-04 04:54:16,Linear Algebra,Q64095,Linear Independence,5,255.92,174,0
2055,user_progressive,1,2026-01-04 07:17:38,Linear Algebra,Q71807,Linear Independence,3,273.6,194,1
2056,user_progressive,1,2026-01-04 16:31:15,Linear Algebra,Q32172,Linear Independence,5,80.85,147,0
2057,user_progressive,1,2026-01-05 07:45:58,Linear Algebra,Q52820,Linear Independence,3,141.42,119,1
2058,user_progressive,1,2026-01-05 09:37:00,Linear Algebra,Q80404,Linear Independence,4,183.58,147,0
2059,user_progressive,1,2026-01-05 11:03:49,Linear Algebra,Q58333,Linear Independence,4,182.23,200,1
2060,user_progressive,1,2026-01-05 16:04:02,Linear Algebra,Q22358,Linear Independence,4,223.77,143,1
2061,user_progressive,1,2026-01-06 07:13:08,Linear Algebra,Q46433,Linear Independence,3,196.62,164,1
2062,user_progressive,1,2026-01-07 04:08:17,Linear Algebra,Q66201,Linear Independence,4,202.85,200,0
2063,user_progressive,1,2026-01-07 14:49:28,Linear Algebra,Q86361,Linear Independence,5,160.25,126,1
2064,user_progressive,1,2026-01-08 03:21:39,Linear Algebra,Q57157,Linear Independence,4,104.42,90,0
2065,user_progressive,2,2026-01-08 13:15:47,Linear Algebra,Q80371,Linear Independence,3,145.53,122,1
2066,user_progressive,2,2026-01-10 07:27:24,Linear Algebra,Q94601,Linear Independence,5,127.14,139,1
2067,user_progressive,2,2026-01-10 16:53:52,Linear Algebra,Q77391,Linear Independence,5,161.12,145,1
2068,user_progressive,2,2026-01-10 18:24:48,Linear Algebra,Q11418,Linear Independence,5,102.77,138,1
2069,user_progressive,2,2026-01-10 18:40:05,Linear Algebra,Q76675,Linear Independence,4,205.14,179,1
2070,user_progressive,2,2026-01-11 03:28:26,Linear Algebra,Q60191,Linear Independence,3,207.45,160,1
2071,user_progressive,2,2026-01-11 12:43:52,Linear Algebra,Q21349,Linear Independence,5,105.24,91,1
2072,user_progressive,2,2026-01-12 14:13:59,Linear Algebra,Q34815,Linear Independence,3,238.76,189,0
2073,user_progressive,2,2026-01-13 12:14:29,Linear Algebra,Q15973,Linear Independence,3,125.39,157,0
2074,user_progressive,2,2026-01-13 19:39:07,Linear Algebra,Q50448,Linear Independence,4,171.37,121,0
2075,user_progressive,2,2026-01-13 19:49:43,Linear Algebra,Q19659,Linear Independence,3,241.6,151,0
2076,user_progressive,2,2026-01-13 22:53:57,Linear Algebra,Q21025,Linear Independence,5,187.09,145,1
2077,user_progressive,2,2026-01-14 00:15:33,Linear Algebra,Q57020,Linear Independence,4,229.13,175,0
2078,user_progressive,2,2026-01-14 14:27:36,Linear Algebra,Q41011,Linear Independence,3,241.2,205,1
2079,user_progressive,2,2026-01-14 17:55:47,Linear Algebra,Q29127,Linear Independence,4,198.62,207,0
2080,user_progressive,2,2026-01-15 07:46:01,Linear Algebra,Q29162,Linear Independence,4,218.45,171,0
2081,user_progressive,3,2026-01-15 12:22:36,Linear Algebra,Q54692,Linear Independence,4,109.19,90,1
2082,user_progressive,3,2026-01-15 14:28:48,Linear Algebra,Q85496,Linear Independence,4,241.28,176,0
2083,user_progressive,3,2026-01-15 20:52:37,Linear Algebra,Q68177,Linear Independence,3,160.33,147,0
2084,user_progressive,3,2026-01-16 08:39:16,Linear Algebra,Q71239,Linear Independence,3,156.03,125,1
2085,user_progressive,3,2026-01-16 14:04:35,Linear Algebra,Q13644,Linear Independence,3,239.99,180,1
2086,user_progressive,3,2026-01-16 18:48:43,Linear Algebra,Q89271,Linear Independence,4,193.87,166,1
2087,user_progressive,3,2026-01-16 22:53:12,Linear Algebra,Q38072,Linear Independence,4,126.7,155,1
2088,user_progressive,3,2026-01-17 07:03:26,Linear Algebra,Q86693,Linear Independence,4,198.24,196,1
2089,user_progressive,3,2026-01-17 09:29:10,Linear Algebra,Q42952,Linear Independence,4,132.55,94,1
2090,user_progressive,3,2026-01-17 11:17:09,Linear Algebra,Q13632,Linear Independence,5,158.13,155,0
2091,user_progressive,3,2026-01-18 03:34:08,Linear Algebra,Q89787,Linear Independence,3,157.04,109,0
2092,user_progressive,3,2026-01-18 07:37:42,Linear Algebra,Q72612,Linear Independence,3,125.64,105,1
2093,user_progressive,3,2026-01-18 18:28:37,Linear Algebra,Q25452,Linear Independence,3,105.15,92,0
2094,user_progressive,3,2026-01-18 18:30:41,Linear Algebra,Q15185,Linear Independence,4,166.58,170,0
2095,user_progressive,3,2026-01-18 22:48:57,Linear Algebra,Q14035,Linear Independence,3,148.25,128,0
2096,user_progressive,3,2026-01-21 05:42:27,Linear Algebra,Q92108,Linear Independence,5,139.34,124,0
2097,user_progressive,4,2026-01-23 02:55:14,Linear Algebra,Q76294,Linear Independence,5,227.53,181,1
2098,user_progressive,4,2026-01-23 14:05:17,Linear Algebra,Q56382,Linear Independence,5,176.62,184,1
2099,user_progressive,4,2026-01-24 13:25:48,Linear Algebra,Q96825,Linear Independence,4,89.06,114,0
2100,user_progressive,4,2026-01-24 15:12:59,Linear Algebra,Q93861,Linear Independence,4,150.02,155,1
2101,user_progressive,4,2026-01-24 17:02:41,Linear Algebra,Q90812,Linear Independence,3,167.41,108,1
2102,user_progressive,4,2026-01-24 17:40:06,Linear Algebra,Q22235,Linear Independence,5,191.18,189,1
2103,user_progressive,4,2026-01-24 23:17:22,Linear Algebra,Q97590,Linear Independence,3,122.07,105,1
2104,user_progressive,4,2026-01-25 00:53:24,Linear Algebra,Q49071,Linear Independence,3,146.65,179,0
2105,user_progressive,4,2026-01-25 09:33:48,Linear Algebra,Q94033,Linear Independence,5,238.79,183,1
2106,user_progressive,4,2026-01-25 11:17:01,Linear Algebra,Q58973,Linear Independence,5,189.47,163,0
2107,user_progressive,4,2026-01-25 17:42:11,Linear Algebra,Q64196,Linear Independence,5,105.01,114,1
2108,user_progressive,4,2026-01-25 23:24:13,Linear Algebra,Q42117,Linear Independence,4,233.35,187,0
2109,user_progressive,4,2026-01-26 06:39:13,Linear Algebra,Q26635,Linear Independence,4,177.61,126,1
2110,user_progressive,4,2026-01-26 21:06:02,Linear Algebra,Q57023,Linear Independence,3,238.84,193,0
2111,user_progressive,4,2026-01-27 00:59:17,Linear Algebra,Q58824,Linear Independence,4,131.39,144,0
2112,user_progressive,4,2026-01-28 20:00:46,Linear Algebra,Q31858,Linear Independence,5,125.18,117,0
2113,user_progressive,5,2026-01-29 09:37:09,Linear Algebra,Q54965,Linear Independence,3,135.9,139,1
2114,user_progressive,5,2026-01-29 19:27:52,Linear Algebra,Q34854,Linear Independence,4,131.87,152,0
2115,user_progressive,5,2026-01-30 02:11:03,Linear Algebra,Q69299,Linear Independence,4,262.55,206,0
2116,user_progressive,5,2026-01-31 08:22:26,Linear Algebra,Q62203,Linear Independence,5,100.66,100,1
2117,user_progressive,5,2026-01-31 10:18:31,Linear Algebra,Q76721,Linear Independence,4,154.16,177,0
2118,user_progressive,5,2026-01-31 12:33:22,Linear Algebra,Q30795,Linear Independence,3,94.49,96,0
2119,user_progressive,5,2026-01-31 20:34:54,Linear Algebra,Q34971,Linear Independence,5,123.81,100,1
2120,user_progressive,5,2026-02-01 03:12:46,Linear Algebra,Q16520,Linear Independence,3,193.78,161,1
2121,user_progressive,5,2026-02-01 04:37:14,Linear Algebra,Q29833,Linear Independence,4,245.08,185,0
2122,user_progressive,5,2026-02-01 08:43:58,Linear Algebra,Q45189,Linear Independence,3,162.33,143,0
2123,user_progressive,5,2026-02-02 14:05:03,Linear Algebra,Q44766,Linear Independence,5,131.15,126,0
2124,user_progressive,5,2026-02-04 02:34:39,Linear Algebra,Q67904,Linear Independence,4,125.14,99,1
2125,user_progressive,5,2026-02-04 09:26:05,Linear Algebra,Q95399,Linear Independence,5,135.91,131,1
2126,user_progressive,5,2026-02-05 00:12:02,Linear Algebra,Q19802,Linear Independence,4,75.22,93,0
2127,user_progressive,5,2026-02-05 01:30:11,Linear Algebra,Q77809,Linear Independence,4,275.08,177,1
2128,user_progressive,5,2026-02-05 06:50:15,Linear Algebra,Q15145,Linear Independence,3,134.16,114,1
2129,user_progressive,6,2026-02-05 15:45:50,Linear Algebra,Q18384,Linear Independence,4,211.96,201,0
2130,user_progressive,6,2026-02-05 18:26:24,Linear Algebra,Q26005,Linear Independence,4,189.5,188,1
2131,user_progressive,6,2026-02-06 05:20:58,Linear Algebra,Q92560,Linear Independence,5,148.04,161,1
2132,user_progressive,6,2026-02-06 20:49:32,Linear Algebra,Q80041,Linear Independence,4,126.22,101,1
2133,user_progressive,6,2026-02-06 21:28:07,Linear Algebra,Q33304,Linear Independence,4,115.83,102,1
2134,user_progressive,6,2026-02-07 01:04:56,Linear Algebra,Q52611,Linear Independence,4,112.66,94,0
2135,user_progressive,6,2026-02-07 22:57:42,Linear Algebra,Q44485,Linear Independence,3,146.43,166,0
2136,user_progressive,6,2026-02-08 07:57:24,Linear Algebra,Q57068,Linear Independence,3,178.72,193,0
2137,user_progressive,6,2026-02-09 10:11:51,Linear Algebra,Q56921,Linear Independence,4,182.15,157,1
2138,user_progressive,6,2026-02-09 16:32:06,Linear Algebra,Q81775,Linear Independence,4,222.67,199,1
2139,user_progressive,6,2026-02-10 02:50:28,Linear Algebra,Q17254,Linear Independence,3,139.9,116,1
2140,user_progressive,6,2026-02-11 10:44:30,Linear Algebra,Q75680,Linear Independence,4,135.36,121,1
2141,user_progressive,6,2026-02-11 11:14:50,Linear Algebra,Q87485,Linear Independence,4,212.38,202,0
2142,user_progressive,6,2026-02-11 12:39:51,Linear Algebra,Q84536,Linear Independence,4,160.75,133,0
2143,user_progressive,6,2026-02-11 15:57:15,Linear Algebra,Q97219,Linear Independence,4,228.51,192,0
2144,user_progressive,6,2026-02-11 21:10:20,Linear Algebra,Q62080,Linear Independence,3,211.38,170,1
2145,user_progressive,7,2026-02-12 22:43:31,Linear Algebra,Q47643,Linear Independence,4,209.49,190,0
2146,user_progressive,7,2026-02-13 04:31:06,Linear Algebra,Q38467,Linear Independence,4,68.86,102,1
2147,user_progressive,7,2026-02-14 06:12:26,Linear Algebra,Q30161,Linear Independence,3,98.8,94,0
2148,user_progressive,7,2026-02-14 10:06:35,Linear Algebra,Q61409,Linear Independence,3,80.04,99,0
2149,user_progressive,7,2026-02-15 10:36:37,Linear Algebra,Q54808,Linear Independence,5,158.18,199,0
2150,user_progressive,7,2026-02-15 12:07:59,Linear Algebra,Q44704,Linear Independence,5,121.12,124,1
2151,user_progressive,7,2026-02-15 19:03:31,Linear Algebra,Q27256,Linear Independence,3,154.16,155,0
2152,user_progressive,7,2026-02-15 20:21:29,Linear Algebra,Q82136,Linear Independence,4,207.84,190,1
2153,user_progressive,7,2026-02-16 08:59:04,Linear Algebra,Q49216,Linear Independence,4,222.54,157,0
2154,user_progressive,7,2026-02-16 09:36:56,Linear Algebra,Q86117,Linear Independence,5,119.8,110,0
2155,user_progressive,7,2026-02-17 19:15:27,Linear Algebra,Q68447,Linear Independence,4,116.9,118,1
2156,user_progressive,7,2026-02-17 21:28:04,Linear Algebra,Q78460,Linear Independence,4,132.39,154,1
2157,user_progressive,7,2026-02-18 05:01:39,Linear Algebra,Q66255,Linear Independence,4,188.23,172,1
2158,user_progressive,7,2026-02-18 10:59:42,Linear Algebra,Q83053,Linear Independence,4,146.06,157,1
2159,user_progressive,7,2026-02-19 02:06:54,Linear Algebra,Q94798,Linear Independence,3,88.03,101,1
2160,user_progressive,7,2026-02-19 03:58:17,Linear Algebra,Q77874,Linear Independence,4,206.95,195,0
2161,user_progressive,8,2026-02-19 21:35:23,Linear Algebra,Q54454,Linear Independence,4,156.27,178,1
2162,user_progressive,8,2026-02-20 08:40:27,Linear Algebra,Q22706,Linear Independence,4,193.1,172,0
2163,user_progressive,8,2026-02-20 23:35:58,Linear Algebra,Q43101,Linear Independence,4,108.69,108,1
2164,user_progressive,8,2026-02-21 01:15:59,Linear Algebra,Q12026,Linear Independence,3,156.99,138,0
2165,user_progressive,8,2026-02-22 10:48:04,Linear Algebra,Q57341,Linear Independence,4,99.2,100,1
2166,user_progressive,8,2026-02-22 17:43:06,Linear Algebra,Q36565,Linear Independence,4,114.03,98,0
2167,user_progressive,8,2026-02-23 08:47:59,Linear Algebra,Q19112,Linear Independence,5,129.89,121,1
2168,user_progressive,8,2026-02-23 19:43:05,Linear Algebra,Q73575,Linear Independence,4,106.73,136,1
2169,user_progressive,8,2026-02-23 23:52:59,Linear Algebra,Q31858,Linear Independence,5,171.79,150,1
2170,user_progressive,8,2026-02-24 05:19:45,Linear Algebra,Q39898,Linear Independence,4,183.61,175,0
2171,user_progressive,8,2026-02-24 22:49:34,Linear Algebra,Q79424,Linear Independence,4,121.36,112,1
2172,user_progressive,8,2026-02-24 23:33:57,Linear Algebra,Q95297,Linear Independence,3,215.8,207,1
2173,user_progressive,8,2026-02-25 04:53:42,Linear Algebra,Q25872,Linear Independence,4,109.41,126,0
2174,user_progressive,8,2026-02-25 14:30:50,Linear Algebra,Q11925,Linear Independence,4,77.9,99,1
2175,user_progressive,8,2026-02-25 16:55:58,Linear Algebra,Q10789,Linear Independence,4,100.57,146,1
2176,user_progressive,8,2026-02-26 04:31:37,Linear Algebra,Q42283,Linear Independence,5,177.57,203,0
2177,user_progressive,9,2026-02-26 18:24:24,Linear Algebra,Q63063,Linear Independence,4,124.38,148,1
2178,user_progressive,9,2026-02-27 18:16:18,Linear Algebra,Q25075,Linear Independence,3,198.01,192,1
2179,user_progressive,9,2026-02-28 08:03:49,Linear Algebra,Q24346,Linear Independence,3,176.77,182,0
2180,user_progressive,9,2026-02-28 10:27:09,Linear Algebra,Q13429,Linear Independence,5,177.5,189,0
2181,user_progressive,9,2026-02-28 17:06:04,Linear Algebra,Q40576,Linear Independence,5,148.99,159,1
2182,user_progressive,9,2026-02-28 23:24:47,Linear Algebra,Q25094,Linear Independence,4,128.14,162,1
2183,user_progressive,9,2026-03-01 00:30:36,Linear Algebra,Q90810,Linear Independence,4,171.24,125,1
2184,user_progressive,9,2026-03-01 04:01:54,Linear Algebra,Q43765,Linear Independence,5,129.04,132,1
2185,user_progressive,9,2026-03-02 05:45:06,Linear Algebra,Q57292,Linear Independence,5,98.16,104,0
2186,user_progressive,9,2026-03-02 18:24:27,Linear Algebra,Q88135,Linear Independence,4,101.46,133,1
2187,user_progressive,9,2026-03-03 02:03:58,Linear Algebra,Q66845,Linear Independence,5,103.75,92,0
2188,user_progressive,9,2026-03-03 07:50:52,Linear Algebra,Q64312,Linear Independence,3,146.62,130,0
2189,user_progressive,9,2026-03-03 09:35:38,Linear Algebra,Q41577,Linear Independence,3,158.95,138,0
2190,user_progressive,9,2026-03-04 03:16:14,Linear Algebra,Q82228,Linear Independence,4,120.11,170,1
2191,user_progressive,9,2026-03-04 20:22:47,Linear Algebra,Q22071,Linear Independence,4,178.6,177,0
2192,user_progressive,9,2026-03-05 01:47:12,Linear Algebra,Q72284,Linear Independence,4,107.05,120,1
2193,user_progressive,10,2026-03-06 12:10:42,Linear Algebra,Q95005,Linear Independence,5,131.53,191,1
2194,user_progressive,10,2026-03-06 17:30:20,Linear Algebra,Q61847,Linear Independence,3,109.4,150,0
2195,user_progressive,10,2026-03-06 22:01:53,Linear Algebra,Q42835,Linear Independence,3,131.48,132,1
2196,user_progressive,10,2026-03-06 23:04:25,Linear Algebra,Q27428,Linear Independence,4,91.46,119,1
2197,user_progressive,10,2026-03-07 01:09:38,Linear Algebra,Q19576,Linear Independence,4,87.52,116,1
2198,user_progressive,10,2026-03-07 04:02:05,Linear Algebra,Q44957,Linear Independence,3,70.52,98,1
2199,user_progressive,10,2026-03-07 15:54:04,Linear Algebra,Q50397,Linear Independence,4,213.28,207,1
2200,user_progressive,10,2026-03-08 08:08:56,Linear Algebra,Q41618,Linear Independence,5,110.63,97,1
2201,user_progressive,10,2026-03-08 17:31:26,Linear Algebra,Q67693,Linear Independence,4,178.02,170,0
2202,user_progressive,10,2026-03-08 23:49:12,Linear Algebra,Q17524,Linear Independence,4,190.17,182,0
2203,user_progressive,10,2026-03-09 11:13:50,Linear Algebra,Q12608,Linear Independence,3,200.35,183,0
2204,user_progressive,10,2026-03-09 20:57:35,Linear Algebra,Q46845,Linear Independence,4,140.96,125,1
2205,user_progressive,10,2026-03-10 01:29:23,Linear Algebra,Q15151,Linear Independence,5,163.29,167,0
2206,user_progressive,10,2026-03-10 16:45:50,Linear Algebra,Q35856,Linear Independence,4,106.17,106,0
2207,user_progressive,10,2026-03-11 23:54:53,Linear Algebra,Q66595,Linear Independence,5,111.07,90,0
2208,user_progressive,10,2026-03-12 05:09:04,Linear Algebra,Q85295,Linear Independence,4,140.83,161,0
2209,user_progressive,11,2026-03-13 03:41:37,Linear Algebra,Q58542,Linear Independence,4,130.41,158,1
2210,user_progressive,11,2026-03-13 07:33:19,Linear Algebra,Q49262,Linear Independence,4,187.51,142,1
2211,user_progressive,11,2026-03-14 09:19:35,Linear Algebra,Q54293,Linear Independence,3,218.48,198,1
2212,user_progressive,11,2026-03-14 21:09:44,Linear Algebra,Q51072,Linear Independence,4,120.49,132,1
2213,user_progressive,11,2026-03-15 00:54:18,Linear Algebra,Q45610,Linear Independence,3,165.4,208,0
2214,user_progressive,11,2026-03-15 07:11:48,Linear Algebra,Q18996,Linear Independence,3,116.83,103,0
2215,user_progressive,11,2026-03-15 09:05:15,Linear Algebra,Q46906,Linear Independence,4,196.25,181,0
2216,user_progressive,11,2026-03-16 00:38:10,Linear Algebra,Q38042,Linear Independence,4,146.22,147,1
2217,user_progressive,11,2026-03-16 10:14:04,Linear Algebra,Q57299,Linear Independence,5,149.38,151,0
2218,user_progressive,11,2026-03-16 13:59:03,Linear Algebra,Q10557,Linear Independence,3,185.47,179,0
2219,user_progressive,11,2026-03-18 13:29:09,Linear Algebra,Q52657,Linear Independence,4,135.78,155,1
2220,user_progressive,11,2026-03-18 14:44:56,Linear Algebra,Q34438,Linear Independence,3,86.26,96,1
2221,user_progressive,11,2026-03-18 19:14:41,Linear Algebra,Q52589,Linear Independence,4,207.71,170,0
2222,user_progressive,11,2026-03-19 05:26:38,Linear Algebra,Q36448,Linear Independence,3,89.08,136,0
2223,user_progressive,11,2026-03-19 08:41:18,Linear Algebra,Q51981,Linear Independence,4,83.08,94,1
2224,user_progressive,11,2026-03-19 08:46:27,Linear Algebra,Q85774,Linear Independence,4,148.32,137,1
2225,user_progressive,12,2026-03-19 13:07:16,Linear Algebra,Q90643,Linear Independence,4,75.02,113,0
2226,user_progressive,12,2026-03-20 06:31:09,Linear Algebra,Q35104,Linear Independence,4,184.17,202,1
2227,user_progressive,12,2026-03-20 18:17:09,Linear Algebra,Q82708,Linear Independence,3,126.5,176,1
2228,user_progressive,12,2026-03-20 22:13:02,Linear Algebra,Q41050,Linear Independence,3,158.45,171,1
2229,user_progressive,12,2026-03-21 10:01:38,Linear Algebra,Q71749,Linear Independence,4,117.8,162,0
2230,user_progressive,12,2026-03-21 18:32:32,Linear Algebra,Q61102,Linear Independence,4,95.14,111,0
2231,user_progressive,12,2026-03-21 20:22:44,Linear Algebra,Q66749,Linear Independence,4,119.7,124,0
2232,user_progressive,12,2026-03-22 07:53:20,Linear Algebra,Q90208,Linear Independence,4,177.6,145,1
2233,user_progressive,12,2026-03-22 09:00:09,Linear Algebra,Q35954,Linear Independence,4,73.08,102,1
2234,user_progressive,12,2026-03-22 22:28:45,Linear Algebra,Q73321,Linear Independence,4,125.72,148,1
2235,user_progressive,12,2026-03-23 12:38:51,Linear Algebra,Q17391,Linear Independence,5,137.69,170,1
2236,user_progressive,12,2026-03-23 19:33:17,Linear Algebra,Q46413,Linear Independence,5,98.57,136,1
2237,user_progressive,12,2026-03-24 14:32:53,Linear Algebra,Q16794,Linear Independence,5,155.12,189,1
2238,user_progressive,12,2026-03-25 14:27:19,Linear Algebra,Q21402,Linear Independence,5,198.71,205,0
2239,user_progressive,12,2026-03-25 21:03:53,Linear Algebra,Q70307,Linear Independence,3,138.07,164,1
2240,user_progressive,12,2026-03-26 01:03:36,Linear Algebra,Q23680,Linear Independence,4,192.18,185,0
2241,user_progressive,13,2026-03-26 11:28:35,Linear Algebra,Q83214,Linear Independence,4,76.3,97,0
2242,user_progressive,13,2026-03-26 21:44:03,Linear Algebra,Q83629,Linear Independence,3,126.71,178,1
2243,user_progressive,13,2026-03-27 15:33:42,Linear Algebra,Q14094,Linear Independence,3,95.31,97,0
2244,user_progressive,13,2026-03-27 18:26:29,Linear Algebra,Q94281,Linear Independence,5,153.46,203,1
2245,user_progressive,13,2026-03-28 04:26:27,Linear Algebra,Q14839,Linear Independence,4,87.82,95,1
2246,user_progressive,13,2026-03-28 15:45:29,Linear Algebra,Q77785,Linear Independence,3,75.98,90,0
2247,user_progressive,13,2026-03-28 16:47:49,Linear Algebra,Q57212,Linear Independence,4,161.4,207,1
2248,user_progressive,13,2026-03-29 06:27:57,Linear Algebra,Q97565,Linear Independence,5,103.96,103,1
2249,user_progressive,13,2026-03-30 10:48:22,Linear Algebra,Q73199,Linear Independence,5,169.1,189,1
2250,user_progressive,13,2026-03-30 14:09:32,Linear Algebra,Q74980,Linear Independence,4,159.77,150,0
2251,user_progressive,13,2026-03-30 18:41:25,Linear Algebra,Q34176,Linear Independence,4,178.95,196,0
2252,user_progressive,13,2026-03-30 22:19:39,Linear Algebra,Q36437,Linear Independence,4,97.83,99,0
2253,user_progressive,13,2026-03-31 22:07:30,Linear Algebra,Q17522,Linear Independence,5,128.02,152,0
2254,user_progressive,13,2026-04-01 08:12:23,Linear Algebra,Q89799,Linear Independence,5,110.41,118,1
2255,user_progressive,13,2026-04-01 18:26:00,Linear Algebra,Q43663,Linear Independence,5,88.63,92,0
2256,user_progressive,13,2026-04-02 00:16:16,Linear Algebra,Q88596,Linear Independence,4,128.16,190,1
2257,user_progressive,14,2026-04-02 17:50:55,Linear Algebra,Q56160,Linear Independence,4,166.53,205,1
2258,user_progressive,14,2026-04-02 19:04:57,Linear Algebra,Q67416,Linear Independence,5,134.86,167,0
2259,user_progressive,14,2026-04-03 10:27:01,Linear Algebra,Q79402,Linear Independence,4,115.52,182,1
2260,user_progressive,14,2026-04-03 20:33:03,Linear Algebra,Q25822,Linear Independence,5,170.06,178,1
2261,user_progressive,14,2026-04-04 07:45:42,Linear Algebra,Q96731,Linear Independence,4,175.56,205,1
2262,user_progressive,14,2026-04-04 17:43:08,Linear Algebra,Q12093,Linear Independence,4,177.6,175,0
2263,user_progressive,14,2026-04-05 09:12:46,Linear Algebra,Q93203,Linear Independence,3,142.33,181,1
2264,user_progressive,14,2026-04-05 14:41:50,Linear Algebra,Q20220,Linear Independence,3,153,156,0
2265,user_progressive,14,2026-04-05 15:20:10,Linear Algebra,Q15561,Linear Independence,5,171.76,166,1
2266,user_progressive,14,2026-04-06 00:06:25,Linear Algebra,Q51352,Linear Independence,5,126.82,165,1
2267,user_progressive,14,2026-04-06 18:05:00,Linear Algebra,Q83691,Linear Independence,4,118.63,177,0
2268,user_progressive,14,2026-04-07 07:58:08,Linear Algebra,Q92766,Linear Independence,5,189.88,189,1
2269,user_progressive,14,2026-04-07 11:21:11,Linear Algebra,Q15729,Linear Independence,3,93.28,104,0
2270,user_progressive,14,2026-04-08 05:05:50,Linear Algebra,Q72101,Linear Independence,5,107.75,160,0
